,0
DOY_cos,0.3182205369991982
VPD_ERA,0.1664798361469609
ETo_mm,0.08461194937962718
WS_ERA,0.06751237390865263
MNDWI_fused,0.06614018799331545
NDVI_fused,0.0558596824217912
SW_IN_ERA,0.048354406213686585
LST_K,0.04443323427484517
TA_ERA,0.04114146533257911
DOY_sin,0.03868224315703393
P_ERA,0.03801159480545172
OPT_age_d,0.016833098190817
LST_age_d,0.0137193911760409
